ProcedureCode;TotalProc;pr0;pr1;pr2;pr3;pr4;pr5;pr6;pr7;pr8;pr9;pr10;pr11;pr12;pr13;pr14;pr15;pr16;pr17;pr18;pr19;pr20
85018;3214;249;214;159;172;148;135;132;158;143;164;169;158;132;123;153;225;205;139;96;71;69
85025;513835;28662;48275;61711;70415;66246;59944;51827;37500;26385;17799;11645;8174;6122;4249;3617;3625;2999;1857;1248;885;650
85027;53957;3565;6655;5957;7399;5747;4330;3666;3196;2597;2009;1582;1405;1292;993;718;741;703;558;386;257;201
85032;28;8;10;4;1;1;;;;;;1;;;;;;2;1;;;
85041;90;;;;2;2;8;7;7;7;9;10;3;7;8;6;7;2;3;1;;1
85044;155;1;1;20;37;11;11;17;11;6;2;6;4;4;4;5;3;2;3;4;2;1
85045;940;4;49;98;105;83;68;60;56;60;37;36;26;27;16;28;29;44;37;37;25;15
85046;37;;3;6;9;6;3;3;1;3;;1;1;;1;;;;;;;
85048;104;1;1;2;1;3;1;9;8;13;9;10;10;3;7;8;6;6;2;3;1;
85049;58;3;4;4;2;3;4;1;7;5;7;1;5;3;5;1;;1;;1;;1
85060;32;1;1;3;;3;;1;2;2;2;1;6;;1;2;2;3;1;;1;
85097;8;;1;;2;;;;;;;;;2;;;;1;1;1;;
85210;2;;;;;;;;;;;;;;;1;1;;;;;
85220;10;;;2;;;1;1;;;1;;1;1;1;;1;;;;;1
85230;6;;;;2;;1;;;1;;;;1;;;;1;;;;
85240;36;2;3;2;3;1;2;6;2;2;1;;1;2;3;1;1;1;1;;1;1
85244;2;;;;;;;1;;1;;;;;;;;;;;;
85245;17;;;2;2;2;1;2;3;;1;;;;1;1;;1;;1;;
85246;15;;;;2;2;1;1;3;2;;1;;1;;1;1;;;;;
85247;203;1;27;23;85;34;8;9;3;3;1;;1;2;2;;1;;1;1;1;
85250;15;;;;;2;5;2;;1;1;;2;;;;1;;1;;;
85280;1;;;;;;;1;;;;;;;;;;;;;;
85290;1;;;;;;1;;;;;;;;;;;;;;;
85300;64;;1;;4;3;5;3;6;3;5;3;3;6;4;3;4;2;2;3;2;2
85301;25;;;;1;1;1;2;4;1;2;3;;1;3;;1;1;1;;3;
85302;25;1;;;1;1;2;3;1;2;1;1;2;1;2;1;;1;2;1;1;1
85303;81;;;1;2;2;3;6;7;7;4;2;9;5;2;7;8;4;2;4;3;3
85305;25;;;;;2;1;1;1;1;;2;;2;1;2;1;3;4;2;1;1
85306;75;1;;;;2;2;3;6;4;7;4;1;9;5;2;7;5;2;5;5;5
85307;9;;;;;;;1;;;;1;;;3;1;1;;;;1;1
85335;6;;2;;;;1;;1;;1;;;;;1;;;;;;
85347;55;1;;1;1;3;2;4;3;4;8;10;4;;2;4;1;2;;3;1;1
85362;185;;;3;4;20;31;36;31;18;18;10;6;3;2;;1;1;;;;1
85366;1;;;;;;;;;;;;;;;;;;;1;;
85378;2694;35;101;118;128;238;193;241;276;174;367;205;197;137;93;64;36;26;27;18;13;7
85379;28220;655;976;1382;2003;2385;2980;3398;3173;2708;2441;1800;1316;844;685;453;330;235;150;117;119;70
85380;1424;52;61;75;91;154;203;221;166;111;69;54;38;38;20;25;20;13;8;4;1;
85384;889;4;51;56;56;90;99;87;54;67;39;91;47;37;32;21;14;18;6;9;9;2
85385;8;;;;;1;1;;;1;;;1;;;;;1;;2;1;
85390;3;;;;;;;;1;;;1;;;;;1;;;;;
85397;1;;;;;;;1;;;;;;;;;;;;;;
85420;1;;;;;;;;;;;;;;;;;1;;;;
85460;239;4;18;20;35;36;30;8;13;11;19;16;7;4;4;7;2;3;1;;;1
85461;61;;4;1;7;4;9;9;7;3;3;2;4;4;2;1;;;;1;;
85520;22;;1;2;;1;2;2;1;3;1;;;1;1;2;1;1;;2;1;
85540;2;;;;;;1;;;;1;;;;;;;;;;;
85576;320;2;4;6;16;30;33;40;52;42;26;21;14;7;9;4;2;5;2;3;1;1
85597;8;;1;;;;;;1;;;;1;1;1;2;;;;;1;
85598;8;;;;;;;;1;1;;1;1;;;;;1;;;2;1
85610;143229;1733;6324;9082;12324;14178;14513;16242;17206;13806;10501;7738;5406;3779;2619;1857;1510;1484;1183;807;548;389
85611;2;;;2;;;;;;;;;;;;;;;;;;
85613;77;;;1;3;3;;2;5;3;6;5;5;6;9;8;6;3;3;6;1;2
85635;2;;;;;;;;;;;;;;;;1;;;;;1
85651;7326;77;325;678;1007;1022;780;766;586;464;318;280;188;162;168;124;105;101;60;43;37;35
85652;5403;34;159;449;673;633;565;465;393;349;292;238;177;181;140;106;116;121;103;86;76;47
85660;22;2;1;;1;1;;2;3;2;3;2;;;3;1;;1;;;;
85670;102;;;;;;2;15;14;13;13;11;9;10;6;4;1;;1;1;2;
85730;112500;694;2541;6549;8330;9936;10642;10387;12128;12908;10323;7946;5676;4015;2758;1912;1295;1121;1240;967;691;441
85732;24;;;;1;2;2;2;;1;4;1;2;1;2;;;2;;2;2;
85810;1;;;;;1;;;;;;;;;;;;;;;;
85999;24;;;1;1;5;3;9;2;;1;;;1;;;1;;;;;
86000;2;;;;;;;1;;;;;;;;;;;;;1;
86003;26;;3;2;1;1;1;1;;1;;;1;1;2;1;2;2;1;2;2;2
86021;29;1;1;3;3;;3;2;1;;2;2;3;4;;;3;1;;;;
86022;6;;;;;;;;1;;;;1;2;;;1;;;;1;
86023;1;;;;;;;;;;;;;;;;;1;;;;
86038;554;15;18;15;28;31;37;39;53;36;41;29;32;28;31;27;22;15;21;11;14;11
86039;93;2;;1;5;2;12;5;9;3;6;5;11;3;4;6;7;2;4;3;2;1
86060;105;3;9;11;9;9;21;9;12;6;8;3;2;1;;1;;;;1;;
86063;26;1;1;;1;6;4;2;2;1;1;1;;2;;3;1;;;;;
86078;5;;2;;;;;1;;;;;;;;1;1;;;;;
86079;3;;1;1;1;;;;;;;;;;;;;;;;;
86140;9325;154;435;995;1290;1445;1234;866;681;515;392;257;209;140;125;185;143;84;66;56;30;23
86141;5597;11;78;311;578;902;983;686;545;380;294;206;149;125;87;61;70;46;29;15;28;13
86146;23;;;;1;;1;1;3;3;2;;1;1;;4;1;;2;2;1;
86147;93;1;;;;1;;3;3;6;4;5;5;7;10;8;8;8;7;7;8;2
86148;15;;;;;;1;;;;1;3;2;1;2;;;2;;;1;2
86157;6;;1;;;1;;1;;1;;;;;;1;;;;;1;
86160;147;2;2;9;8;6;9;8;7;6;11;10;10;2;3;5;9;15;9;4;4;8
86161;13;;;;2;1;;;1;3;1;2;1;;;;1;1;;;;
86162;13;;;1;;1;;;;2;1;1;;1;;;2;;2;2;;
86171;159;6;23;7;18;19;11;15;15;11;13;5;5;2;1;2;2;1;2;;1;
86185;1;;;;;;;;;;;;;;;;;;1;;;
86200;42;2;2;;2;;1;;2;;3;2;5;4;2;4;2;1;5;3;1;1
86215;5;1;;;;;1;;1;1;;;;1;;;;;;;;
86225;83;;2;;3;2;4;4;7;8;3;7;4;3;2;1;4;4;11;6;5;3
86226;2;;;;;;;;1;;;;;;;;;;;1;;
86235;73;;1;1;2;5;4;7;2;6;3;2;3;3;3;4;4;6;4;6;3;4
86255;65;6;;;;3;4;3;2;6;2;7;3;4;6;4;4;1;1;3;2;4
86256;489;1;6;45;65;50;26;10;16;15;18;33;27;24;27;22;23;23;20;20;15;3
86280;1;;;;;;;;;;1;;;;;;;;;;;
86300;12;;;1;;;;2;;1;1;;;1;1;1;;1;2;;;1
86301;77;;1;1;1;;2;1;2;7;11;3;6;4;6;6;6;6;5;4;2;3
86304;137;1;3;4;4;6;6;9;9;15;16;12;6;10;5;7;4;8;4;4;2;2
86305;6;;;;;;1;1;;2;;2;;;;;;;;;;
86308;3519;300;499;526;449;434;350;243;178;139;92;73;61;46;23;34;25;23;7;8;3;6
86309;1;;;;;;;;;;1;;;;;;;;;;;
86316;6;;;;;;;;;1;1;1;;;;3;;;;;;
86317;19;1;2;2;;;2;9;;;1;;;;1;1;;;;;;
86318;71;;1;1;2;21;11;12;7;7;4;2;2;1;;;;;;;;
86325;4;;;;;;;;1;1;;;1;1;;;;;;;;
86329;1;;;1;;;;;;;;;;;;;;;;;;
86331;165;;6;13;8;16;20;12;15;15;17;17;5;4;2;3;3;4;1;2;1;1
86332;4;;;;1;;;;;;;;;;;;;1;;1;1;
86334;12;;;;1;;;;1;;;;;1;;2;;3;1;2;;1
86335;8;;;;;;;1;;;;;1;;1;;;2;2;;1;
86336;1;;;;;;;;;;;;;;;1;;;;;;
86337;5;;;;;;;;;;;;;;;;;1;3;;1;
86340;1;;;;;;;;;;;;;;;;;;;;;1
86341;3;;;;;;;;;;;;;2;;;;;1;;;
86353;1;;;;;;;;;;;;;;;;1;;;;;
86355;2;;;;;;;;1;;;1;;;;;;;;;;
86357;1;;;;;;;;;1;;;;;;;;;;;;
86359;19;2;;;;;;1;1;1;3;1;1;3;2;;;3;;1;;
86360;24;;2;1;;;;1;2;2;1;3;2;1;2;2;;;4;;1;
86361;6;;;1;;2;;;1;;;;;;;;;1;;1;;
86376;41;;1;1;;1;2;2;1;2;7;2;2;3;5;3;2;2;;2;1;2
86403;607;72;101;49;56;66;45;44;33;40;24;19;15;10;8;6;5;3;4;5;1;1
86406;6;;;;;1;1;2;1;;;1;;;;;;;;;;
86430;143;1;5;7;11;12;10;10;12;11;7;6;8;9;5;6;5;5;3;3;4;3
86431;255;13;2;7;8;16;19;21;18;32;24;12;16;14;10;15;7;2;7;4;2;6
86480;32;2;2;2;3;2;3;1;;1;2;6;2;1;1;;3;;;;;1
86580;293;202;23;14;6;10;7;4;8;2;4;1;4;1;3;1;;1;;;;2
86592;1079;91;122;152;79;78;94;58;55;52;47;42;36;15;25;34;16;22;13;14;19;15
86593;47;1;2;4;6;6;6;5;4;4;1;1;2;1;;1;2;;;;1;
86603;2;;;;;;1;;;;;;;;1;;;;;;;
86606;6;;;;;;;;;2;;;;1;1;1;;;;1;;
86609;3;;;;;;1;;1;1;;;;;;;;;;;;
86611;22;;;1;1;2;4;3;2;2;2;;;;;;1;2;1;1;;
86612;2;;;;;;;;;;1;1;;;;;;;;;;
86615;11;;3;1;1;1;3;1;;;;;;;;;;;;;1;
86617;36;5;4;2;3;2;2;3;4;3;1;;;2;;1;;1;1;1;;1
86618;113;6;15;11;5;10;5;12;12;3;11;7;3;4;2;2;2;1;1;1;;
86622;1;;;;;;;1;;;;;;;;;;;;;;
86625;6;;1;;1;;;;1;;1;;1;;;;1;;;;;
86631;214;17;26;19;17;33;29;21;16;16;2;4;4;2;2;1;1;2;1;1;;
86632;15;;;2;1;1;1;2;;1;1;2;;;;2;;;;;1;1
86635;586;16;52;44;86;83;70;60;43;37;21;23;18;5;4;5;5;6;4;1;2;1
86638;1;;;;;;;1;;;;;;;;;;;;;;
86641;10;;;;;;;1;;;1;1;;1;1;3;;;1;;;1
86644;40;1;3;2;1;4;3;2;3;6;3;2;;2;1;2;2;;;;1;2
86645;26;;1;2;1;1;2;1;1;;5;2;3;1;2;;2;1;;;;1
86651;5;;;;;;;;;;;1;1;1;;;;;;;1;1
86652;1;;;;;;;;;;;;;1;;;;;;;;
86653;1;;;;;;;;;;;;;;1;;;;;;;
86654;1;;;;;;;;;;;;;;;1;;;;;;
86658;5;;;;1;1;2;;;;;;;;1;;;;;;;
86663;76;2;4;5;6;3;12;5;12;9;7;4;2;;;2;1;2;;;;
86664;86;1;2;6;5;8;5;11;6;10;9;7;7;2;;2;4;;1;;;
86665;141;2;4;4;7;9;11;9;15;8;11;10;7;10;6;5;6;11;3;2;1;
86666;1;;;;;;;;;;;;;;;;;1;;;;
86671;9;;;;;;;;1;;;1;1;2;;;;2;1;1;;
86674;1;;;;;;1;;;;;;;;;;;;;;;
86677;721;16;29;32;43;87;82;95;71;55;52;37;29;30;18;6;19;7;3;5;4;1
86682;2;;;;;;;;;;;;1;1;;;;;;;;
86689;46;2;5;3;2;3;7;2;5;3;2;2;;6;1;1;;;1;;;1
86692;4;1;;;;;;;1;;1;;;;;;;;;;1;
86694;45;4;8;3;2;4;2;5;1;3;;1;2;3;2;;1;3;;;1;
86695;44;2;4;4;7;5;2;4;2;1;1;;;2;2;2;;1;2;2;1;
86696;35;;1;6;4;3;3;2;1;1;2;2;;;;2;3;;;2;2;1
86698;4;;;;;;;;;;;;3;;;;;;;;;1
86701;254;19;87;32;28;15;15;15;12;10;3;1;1;4;;1;1;4;1;1;1;3
86702;8;;4;;1;;;;;1;;;;;1;;;;1;;;
86703;1438;162;215;211;143;182;80;65;65;52;44;33;40;35;27;18;16;14;13;13;5;5
86704;361;10;95;52;40;25;9;26;12;16;21;5;12;5;5;6;9;6;1;1;2;3
86705;175;2;9;41;23;18;8;6;10;6;10;12;3;6;2;1;5;2;5;1;2;3
86706;859;36;91;266;175;82;41;24;22;13;13;11;16;7;14;10;7;11;8;8;4;
86707;21;;3;;2;3;1;;;2;;1;;;1;;1;3;1;2;1;
86708;225;4;9;10;20;32;27;31;22;12;7;5;7;11;5;10;4;2;2;1;2;2
86709;152;8;7;12;6;11;11;7;8;9;8;13;6;1;11;3;7;9;3;4;5;3
86710;385;97;52;15;30;38;41;36;20;11;14;10;4;5;2;1;1;2;1;;1;4
86713;4;;;;;;;;;2;;;;;1;;;;;1;;
86717;1;;;;;1;;;;;;;;;;;;;;;;
86720;1;;;;;;;;1;;;;;;;;;;;;;
86727;3;;;;;;;;;1;1;;;;;;;;1;;;
86735;34;4;2;4;4;3;2;3;;1;1;3;;1;1;1;1;;;1;1;1
86738;144;3;6;11;6;12;22;19;9;13;9;7;3;2;3;3;4;6;2;1;2;1
86741;2;;;;;;;;;1;;1;;;;;;;;;;
86747;11;1;4;1;1;;;;;;;;;;;1;;1;1;1;;
86750;1;;;;;;;;;;;1;;;;;;;;;;
86753;3;;;;;;;1;;;;1;;;;;;;;1;;
86756;282;143;59;36;11;4;10;7;6;1;3;1;1;;;;;;;;;
86757;7;1;1;;;;;;1;3;1;;;;;;;;;;;
86759;5;;;;;;1;;2;;1;1;;;;;;;;;;
86762;53;2;2;2;;3;5;13;11;4;1;2;1;1;;2;1;1;1;1;;
86765;32;5;6;1;2;2;3;1;1;1;2;1;3;;;1;;;1;1;1;
86768;1;;;;;;;;;1;;;;;;;;;;;;
86771;124;;;10;8;6;2;4;5;8;8;8;11;14;12;9;2;3;5;5;3;1
86774;7;3;2;;1;;1;;;;;;;;;;;;;;;
86777;8;;;;1;1;;;;;3;1;;1;;;1;;;;;
86778;8;;;;;;1;1;;;;3;;1;1;;;1;;;;
86780;129;6;13;10;18;21;8;10;3;6;6;5;1;3;7;;4;2;4;;1;1
86787;34;6;5;3;2;3;2;1;;;3;3;;1;1;1;2;;;;;1
86788;21;;;2;1;;;1;1;2;1;1;3;1;2;;1;2;1;;1;1
86789;18;;;;1;1;1;;1;2;2;;1;1;1;1;;1;2;1;;2
86790;29;;;;2;1;6;1;;3;2;3;2;;2;1;1;;;1;2;2
86793;1;;;;;;;1;;;;;;;;;;;;;;
86800;20;;;2;1;;;;;;1;4;1;1;2;2;;2;2;;1;1
86803;1015;19;64;114;236;149;103;50;43;37;31;26;26;16;9;16;14;13;17;12;11;9
86804;17;;;;5;1;2;1;2;1;1;;;1;;1;;1;1;;;
86808;1;;;;;;;;;;;;;;;;;;1;;;
86812;13;;;;;1;2;;1;2;4;1;;;;;;;;;;2
86849;2;;;;;;;;;;;;;;;;;;1;1;;
86850;15648;313;597;2051;996;1383;1208;1297;1174;1109;993;874;800;642;553;378;357;278;209;188;145;103
86860;17;1;;4;1;1;;4;;1;1;;;1;1;1;1;;;;;
86870;421;4;12;6;34;35;29;31;47;44;28;26;22;28;13;13;14;12;3;8;6;6
86880;224;2;3;8;19;18;14;21;11;19;20;11;18;9;11;11;7;7;6;3;2;4
86885;1106;14;17;234;124;77;78;87;91;81;100;63;36;29;27;16;7;5;10;5;3;2
86886;118;1;;4;4;14;7;10;12;13;10;15;6;4;4;2;5;4;1;1;1;
86890;4;;1;;;;;;;;1;;;1;;1;;;;;;
86900;27823;277;2873;2339;2070;2804;3342;2905;2277;1744;1535;1176;945;836;661;525;373;339;271;207;183;141
86901;32082;1947;936;1885;2901;2856;3634;3913;3194;2332;1724;1459;1143;917;795;632;496;361;315;263;202;177
86902;179;2;3;7;7;8;12;24;17;14;7;11;13;8;8;6;6;8;6;6;4;2
86904;63;1;17;19;2;4;3;2;1;1;2;3;2;1;1;1;;;2;1;;
86905;198;1;2;7;15;11;10;9;13;10;16;13;21;13;7;10;7;6;6;7;8;6
86906;9;;;;;1;;;2;;1;1;;1;1;;;;1;;;1
86920;3199;21;61;95;126;171;230;242;238;241;269;237;225;185;161;165;126;111;89;71;77;58
86921;87;1;1;1;1;4;5;5;9;5;6;7;6;5;5;6;5;4;4;4;1;2
86922;373;4;;11;16;15;16;26;24;36;31;25;26;29;22;19;17;19;12;9;11;5
86923;589;36;8;8;6;6;22;38;28;41;37;30;44;35;26;33;45;45;30;26;22;23
86927;104;5;2;3;2;1;;3;3;3;4;10;9;5;4;9;7;13;10;1;7;3
86931;2;;;;;;;1;;;;;;;;;;;;1;;
86941;2095;;;;1;31;62;248;464;111;74;81;120;107;142;137;101;122;81;83;66;64
86945;20;2;1;1;;;2;2;;2;1;2;1;2;;2;;;;2;;
86970;4;;;;;;;1;;1;;;;1;;;1;;;;;
86971;4;;;;;;;;1;;1;;;;;;;1;;;1;
86976;2;;;;;;;1;;;;;;;;;;1;;;;
86978;4;;;;;;1;;;;1;;1;;1;;;;;;;
86985;5;;1;;;;;2;;;;1;;;;1;;;;;;
86999;23;1;1;1;2;;;2;;2;2;2;;3;1;1;1;1;;1;1;1
87015;1484;31;55;47;74;112;112;136;132;147;127;95;70;76;61;53;45;30;27;19;28;7
87040;60376;940;1296;2466;4251;6057;6471;6306;5875;5140;4482;3836;3181;2668;2093;1549;1167;900;650;476;312;260
87045;3546;343;223;198;220;290;335;315;319;263;220;159;143;122;90;73;63;49;38;29;34;20
87046;2722;77;290;164;148;178;180;192;188;189;178;149;127;138;123;106;83;50;49;48;28;37
87070;18444;3056;3370;1770;1199;1060;1001;1018;975;867;756;693;559;405;354;271;246;231;265;153;115;80
87071;378;125;107;17;17;19;12;15;13;14;13;4;7;3;4;2;3;1;2;;;
87073;61;;18;15;7;2;3;2;4;1;3;;;1;2;1;1;1;;;;
87075;1966;26;177;292;266;150;124;120;126;113;103;97;88;80;56;41;32;24;19;15;10;7
87076;280;6;26;32;27;25;20;24;16;18;13;15;14;5;7;4;9;5;1;5;5;3
87077;23644;423;1496;2326;2032;1924;1854;1748;1670;1551;1379;1352;1167;1034;823;716;520;478;406;314;244;187
87081;10110;2024;1936;885;601;559;573;585;523;474;317;279;224;247;188;159;136;98;90;98;65;49
87086;71206;4228;8130;6586;5255;5591;6772;6887;6394;5324;4144;3093;2298;1712;1392;1092;768;518;365;301;193;163
87088;22619;1111;2462;2656;1966;1591;1920;1975;1819;1643;1241;1019;802;607;500;348;294;223;146;131;102;63
87101;13;4;1;1;1;;1;1;1;;;;;1;1;;1;;;;;
87102;165;6;6;8;8;3;1;2;11;9;6;14;9;19;12;13;9;3;9;4;11;2
87103;12;;;;;1;1;3;1;;2;;1;;1;1;1;;;;;
87106;106;1;1;4;23;7;;5;5;9;9;5;8;4;7;4;2;6;4;;1;1
87107;9;;;2;2;;;;;1;;2;;;1;;;;;;;1
87109;1;;;;;;;1;;;;;;;;;;;;;;
87110;283;5;9;15;48;30;29;22;24;23;22;15;19;13;5;2;1;;;;1;
87116;187;1;4;4;9;5;11;9;7;12;9;16;17;6;11;10;14;12;6;6;10;8
87118;2;;;;;;;2;;;;;;;;;;;;;;
87140;29;6;8;6;4;2;1;;;;;;;;2;;;;;;;
87147;4023;66;287;516;478;293;309;300;276;267;220;186;138;122;109;96;63;68;68;62;57;42
87149;41;3;3;1;1;1;3;2;1;5;4;2;2;4;2;2;;2;1;2;;
87150;47;4;;4;1;2;6;7;3;7;6;2;4;;;1;;;;;;
87152;3;;;;1;;2;;;;;;;;;;;;;;;
87158;2;;;1;1;;;;;;;;;;;;;;;;;
87168;2;;;1;;;1;;;;;;;;;;;;;;;
87169;3;2;;;1;;;;;;;;;;;;;;;;;
87172;1;1;;;;;;;;;;;;;;;;;;;;
87176;7;;;1;1;;;;;1;;;2;;;2;;;;;;
87177;881;33;39;51;52;57;72;101;68;72;56;54;47;30;36;27;24;14;17;11;10;10
87181;1384;34;245;216;145;142;102;89;87;72;79;52;46;23;17;6;11;5;5;3;5;
87184;1652;1;52;97;219;165;153;145;121;99;85;91;61;62;69;61;30;33;36;35;21;16
87185;369;5;6;13;13;32;36;35;19;24;26;26;23;31;17;14;10;9;6;8;11;5
87186;31731;77;841;2347;3382;3305;2482;2305;2410;2519;2236;1978;1721;1355;1044;986;717;636;477;376;331;206
87188;1;;;;;;;;;;;;;;;;;;;;1;
87190;2;;;;;;;;;;;;;;;1;;;1;;;
87197;1;1;;;;;;;;;;;;;;;;;;;;
87205;13610;360;828;1124;1301;1250;979;888;913;869;957;805;741;567;483;387;339;234;187;168;121;109
87206;244;;4;8;12;10;8;12;19;14;22;22;13;10;18;9;12;11;12;10;8;10
87207;97;6;7;7;10;7;8;6;8;6;7;7;1;7;2;1;1;4;;1;1;
87209;721;10;27;28;49;62;64;55;61;47;53;36;37;38;21;34;24;20;20;13;9;13
87210;9195;476;785;945;785;903;849;854;827;813;562;381;292;177;97;65;43;51;79;113;64;34
87220;168;5;2;28;25;25;22;10;11;10;10;8;5;3;2;;1;1;;;;
87230;241;2;9;12;9;26;13;15;20;24;15;16;7;10;16;12;10;9;6;5;1;4
87252;421;56;61;50;58;37;26;11;15;22;18;17;9;10;4;6;6;5;4;2;1;3
87253;31;3;3;4;5;6;2;3;1;;1;1;;;1;;;;1;;;
87254;58;5;9;4;8;5;4;3;2;2;3;3;3;2;1;1;2;1;;;;
87255;90;20;15;19;9;4;6;4;5;3;3;;;1;;1;;;;;;
87260;435;29;89;34;42;36;45;27;24;28;24;11;9;8;5;6;4;5;4;2;1;2
87265;56;2;13;9;7;4;3;3;1;2;;1;4;;;;3;2;;1;1;
87269;7;;;1;;1;2;;;1;;;;;;;1;;;1;;
87270;277;2;7;16;29;8;12;6;2;6;8;1;2;6;6;2;1;1;4;43;74;41
87272;7;;;;;;1;2;;;;;;1;1;;;;1;;1;
87273;24;;;2;6;3;1;5;2;2;1;1;;1;;;;;;;;
87274;28;2;1;1;2;5;6;2;5;1;1;1;1;;;;;;;;;
87275;426;9;33;76;30;41;34;45;24;26;27;23;14;7;9;6;5;4;4;6;2;1
87276;437;4;9;36;80;31;37;34;47;23;27;28;20;13;7;11;7;5;4;5;6;3
87278;11;;;;;1;2;1;1;2;1;;1;;1;;;1;;;;
87279;426;;5;15;26;82;41;35;34;44;26;23;27;20;8;6;9;5;6;4;5;5
87280;617;43;29;51;31;47;95;47;38;47;45;27;24;24;22;11;6;9;6;6;4;5
87290;5;1;;2;1;;;;;;;;;;;;1;;;;;
87299;29;2;;;;;;5;6;1;4;1;2;3;2;1;2;;;;;
87300;77;8;12;10;5;5;6;5;3;6;3;7;4;1;;;;1;1;;;
87305;2;;;;;;;;;;;;;;;1;;;;1;;
87320;638;2;11;35;50;30;41;77;87;119;95;47;16;14;7;2;2;1;1;;1;
87324;1246;65;37;59;66;76;98;97;106;86;107;86;72;66;39;32;47;29;28;14;14;22
87327;33;;;1;1;2;2;3;1;2;1;3;1;3;3;2;2;2;;3;;1
87328;171;3;1;10;12;15;16;25;12;14;12;14;11;6;8;4;5;2;;1;;
87329;273;;7;8;18;16;18;27;19;19;21;20;18;23;17;16;6;11;2;3;2;2
87335;1;;;;;;;;;;1;;;;;;;;;;;
87336;24;;;;;1;2;3;1;2;1;3;2;2;2;;4;;1;;;
87337;1;;;;1;;;;;;;;;;;;;;;;;
87338;19;1;1;1;1;1;;2;1;2;1;;1;;1;2;2;;1;;;1
87339;7;;;;;;;;;1;;;1;;2;1;;;1;;;1
87340;736;97;30;41;56;80;73;67;36;39;45;26;21;18;13;15;17;8;19;13;14;8
87341;21;1;;1;3;3;1;2;2;2;1;2;1;;1;;;;;;1;
87350;15;;;1;;;3;2;;;;;1;2;;;1;;;1;2;2
87385;2;;;;;;;;;;;1;;1;;;;;;;;
87389;275;2;19;27;48;24;17;27;21;13;17;8;8;5;9;4;4;11;2;3;4;2
87390;75;;13;22;19;6;4;1;2;1;3;2;;;;1;1;;;;;
87400;6364;514;976;674;519;512;547;527;423;370;285;244;174;124;121;87;72;62;47;34;33;19
87420;4530;835;1216;429;387;312;355;300;215;127;97;73;53;42;24;20;19;10;3;7;4;2
87425;70;2;2;2;7;10;5;5;3;9;1;6;2;;2;4;4;1;2;1;1;1
87427;661;8;19;22;20;20;42;62;55;52;53;47;38;32;40;28;37;31;29;17;5;4
87430;6561;2104;1255;808;488;337;272;221;234;165;149;111;96;66;54;55;30;33;30;20;14;19
87449;1056;85;65;38;53;49;66;59;65;77;67;78;59;55;54;31;29;49;25;27;17;8
87450;86;13;7;6;2;;5;3;4;3;7;10;4;5;1;1;;5;3;2;1;4
87451;211;;18;32;26;16;13;14;16;17;9;11;12;9;4;7;;1;;3;2;1
87476;5;;;;;;;;1;2;;;1;;1;;;;;;;
87480;1143;3;13;36;36;44;72;116;162;162;131;113;74;51;39;29;22;19;9;7;2;3
87490;1573;52;103;198;236;218;150;125;118;115;76;57;35;23;24;17;11;3;6;1;3;2
87491;11996;565;1129;1344;1215;1030;1069;1024;939;949;804;593;403;292;186;143;114;75;56;32;21;13
87493;738;4;15;14;29;35;47;43;65;62;69;59;45;40;40;37;30;27;30;18;18;11
87496;12;;;;;;;1;1;;2;1;;;1;;3;1;1;;1;
87497;9;;;;1;1;;;;1;;1;;2;;1;1;1;;;;
87498;39;;;2;4;;;1;2;2;4;;1;3;4;1;3;5;1;4;2;
87501;15;;9;2;1;;;1;;1;;;;;;;;;;1;;
87502;142;3;14;8;7;12;5;6;18;11;6;7;3;4;4;4;5;8;2;7;3;5
87503;62;;2;4;4;3;5;3;4;7;6;3;1;3;2;3;1;2;2;1;4;2
87510;1139;3;7;4;29;30;37;41;79;121;161;156;121;111;64;54;36;28;23;17;9;8
87516;1;;;;;;;;1;;;;;;;;;;;;;
87517;14;;1;6;;;;3;;1;;;;1;1;;;;;1;;
87521;32;;1;;1;3;1;2;3;4;2;3;2;;2;2;3;;;2;1;
87522;47;;;2;5;1;7;5;3;1;2;1;4;1;1;2;2;3;1;2;3;1
87529;189;16;10;11;7;10;5;6;9;9;4;8;9;6;6;14;14;10;9;7;11;8
87530;46;;;1;1;;;;1;2;2;1;3;7;5;9;3;4;2;3;1;1
87535;6;;;;2;;1;;;;1;1;;;;;;;;;1;
87536;35;1;;1;;5;2;5;;1;2;2;1;;;5;2;5;1;1;1;
87540;3;;;;;;;;;;;;;1;;;;;;;1;1
87556;5;;;1;;;;;;1;;;;;;;;2;1;;;
87581;1;;;;;;;;;;;;1;;;;;;;;;
87590;1284;2;25;87;165;213;196;127;116;99;82;48;36;21;20;17;11;10;2;3;1;3
87591;11613;101;594;1167;1269;1121;919;993;953;886;898;787;603;408;316;177;137;97;71;56;36;24
87641;2245;15;13;9;21;31;53;96;96;153;156;196;196;229;195;172;147;117;102;95;88;65
87651;1;;;;;;;;;1;;;;;;;;;;;;
87653;6;1;3;1;;;;;;;;;1;;;;;;;;;
87660;1109;4;4;11;6;8;19;36;43;41;61;109;168;148;120;104;68;55;34;24;22;24
87797;142;5;7;11;14;12;24;12;7;11;10;7;8;6;5;2;;;;1;;
87798;733;133;127;73;46;36;31;25;23;26;34;28;22;21;17;15;19;15;14;6;10;12
87799;5;;;;;;;;1;;;1;;1;;;;;2;;;
87800;275;25;41;40;19;13;17;19;26;20;19;11;11;7;3;2;;1;1;;;
